"";"totalRNA";"translRNA";"TE";"symbol"
"190";"32.13";"209.28";"6.51353874883287";"Kctd10"
"191";"2.815";"11.115";"3.94849023090586";"Poldip2"
"192";"57.425";"48.685";"0.847801480191554";"Sebox"
"193";"25.425";"0";"0";"Ift20"
"194";"0.025";"0";"0";"Col6a1"
"195";"35.035";"5.665";"0.161695447409733";"Pcbp3"
"196";"0.605";"0";"0";"Lgals9"
"197";"5.13";"0";"0";"Araf"
"198";"0";"0";"NaN";"Cfp"
"199";"0.615";"0";"0";"Timp1"
"200";"4.355";"0";"0";"Uxt"
"201";"0.27";"0";"0";"Cnnm3"
"202";"5.33";"20.905";"3.92213883677298";"Lman2l"
"203";"48.09";"310.565";"6.45799542524433";"Mcm3ap"
"204";"75.045";"50.53";"0.673329335731894";"Pcnt"
"205";"0.01";"0";"0";"Ftcd"
"206";"42.225";"149.965";"3.55156897572528";"Mxd1"
"207";"10.93";"7.85";"0.718206770356816";"Gmcl1"
"208";"183.025";"484.855";"2.64911897281792";"Snrnp27"
"209";"250.315";"122.68";"0.490102470886683";"Oas1c"
"210";"153.535";"141.955";"0.92457745790862";"Oas1h"
"211";"15.675";"12.905";"0.823285486443381";"Ocrl"
"212";"360.3";"549.455";"1.52499306133777";"Calm1"
"213";"2.905";"17.45";"6.00688468158348";"Agpat3"
"214";"0.06";"0";"0";"Slc26a3"
"215";"0.12";"0";"0";"Sema6b"
"216";"189.295";"555.87";"2.9365276420402";"Uhrf1"
"217";"1.595";"0";"0";"Dpp9"
"218";"1.005";"0";"0";"Ramp2"
"219";"2.69";"39.165";"14.5594795539033";"Lsr"
"220";"0.11";"0";"0";"Gramd1a"
"221";"0";"0";"NaN";"Hpn"
"222";"0.025";"0";"0";"Gabrg1"
"223";"36.325";"71.945";"1.9805918788713";"Ckb"
"224";"16.7";"83.17";"4.98023952095808";"Sp1"
"225";"0.125";"0";"0";"Itgb7"
"226";"0.905";"0";"0";"Myg1"
"227";"0.32";"0";"0";"Rarg"
"228";"130.565";"156.495";"1.19859839926473";"Pfdn5"
"229";"19.115";"23.61";"1.23515563693434";"Efnb2"
"230";"11.925";"27.015";"2.26540880503145";"Rrp15"
"231";"0.095";"0";"0";"Rnd2"
"232";"2.4";"0";"0";"Srr"
"233";"0.08";"0";"0";"Sync"
"234";"0.03";"0";"0";"Fndc5"
"235";"1.135";"4.335";"3.81938325991189";"Acp5"
"236";"31.235";"0";"0";"Cnn1"
"237";"11.805";"77.035";"6.52562473528166";"Fbxo9"
"238";"40.765";"124.81";"3.06169508156507";"Vps50"
"239";"5.785";"12.87";"2.2247191011236";"Hars1"
"240";"78.66";"23.65";"0.300661072972286";"Zmat2"
"241";"80.95";"55.655";"0.687523162445954";"Ube2c"
"242";"1.905";"25.045";"13.1469816272966";"Smg5"
"243";"60.16";"57.33";"0.952958776595745";"Cct3"
"244";"1.035";"0.3";"0.289855072463768";"Glmp"
"245";"14.235";"33.835";"2.37688795223042";"Mef2d"
"246";"0.23";"4.25";"18.4782608695652";"Tmem79"
"247";"27.705";"38.33";"1.38350478253023";"Snd1"
"248";"0.06";"0";"0";"Col18a1"
"249";"0.325";"0";"0";"Slc19a1"
"250";"42.745";"34.515";"0.807462861153351";"Kpnb1"
"251";"2.48";"0";"0";"Npepps"
"252";"0.015";"0";"0";"Tbx21"
"253";"26.89";"82.055";"3.05150613611008";"Mrpl10"
"254";"0.28";"0";"0";"Cyp51"
"255";"85.545";"36.52";"0.426909813548425";"Tcf25"
"256";"46.795";"63.885";"1.36520995832888";"Tubb6"
"257";"3.27";"0";"0";"Def8"
"258";"0.03";"0";"0";"Meox1"
"259";"2.835";"1.58";"0.557319223985891";"Sost"
"260";"0.035";"0";"0";"Nkx2-1"
"261";"0.235";"6.665";"28.3617021276596";"Pax9"
"262";"0.38";"0";"0";"Irx2"
"263";"0.025";"0";"0";"Col1a1"
"264";"0.125";"0";"0";"Itga3"
"265";"0.095";"0";"0";"Sgca"
"266";"0.07";"0";"0";"Dlx3"
"267";"49.67";"30.965";"0.623414535937185";"Foxm1"
"268";"2.865";"0";"0";"Itfg2"
"269";"0";"0";"NaN";"Nrip2"
"270";"53.615";"446.25";"8.32323043924275";"Tulp3"
"271";"0.715";"1.465";"2.04895104895105";"Gtf2h4"
"272";"14.145";"30.665";"2.16790385295157";"Tubb5"
"273";"7.695";"0";"0";"Ell2"
"274";"4.32";"25.815";"5.97569444444444";"Jup"
"275";"0";"0";"NaN";"Fkbp10"
"276";"0";"0";"NaN";"Klhl10"
"277";"0";"0";"NaN";"Mnx1"
"278";"4.585";"1.685";"0.367502726281352";"Nom1"
"279";"8.265";"7.145";"0.864488808227465";"Ergic1"
"280";"0.035";"0";"0";"Tnk1"
"281";"0.04";"0";"0";"Acap1"
"282";"31.69";"0";"0";"Tcea3"
"283";"0";"0";"NaN";"Csn3"
"284";"69.48";"214.81";"3.09168105929764";"Ifrd1"
"285";"9.27";"23.76";"2.56310679611651";"Stk38l"
"286";"2.565";"0";"0";"Brpf1"
"287";"213.04";"245.945";"1.15445456252347";"Akr1b1"
"288";"0.09";"0";"0";"Hoxc13"
"289";"0";"0";"NaN";"Hoxc11"
"290";"0.02";"0";"0";"Hoxc8"
"291";"0.155";"0";"0";"Hoxc6"
"292";"0.035";"0";"0";"Gstt1"
"293";"0.05";"0";"0";"Gstt3"
"294";"4.77";"0";"0";"Ddt"
"295";"0.25";"0";"0";"Tat"
"296";"0.195";"0";"0";"Marveld3"
"297";"83.325";"25.585";"0.307050705070507";"Ddx18"
"298";"69.645";"4.91";"0.0705003948596453";"Ubl3"
"299";"0.19";"0";"0";"Gramd2b"
"300";"31.095";"22.16";"0.712654767647532";"Eef1e1"
"301";"29.82";"100.415";"3.36737089201878";"Akt1"
"302";"1.815";"0";"0";"Cldn15"
"303";"0";"0";"NaN";"Il16"
"304";"0.31";"0";"0";"Tcirg1"
"305";"0.235";"0";"0";"Naglu"
"306";"4.2";"26.31";"6.26428571428571";"Coasy"
"307";"0.07";"0";"0";"Smo"
"308";"9.155";"0.825";"0.0901146914254506";"Tspan33"
"309";"320.72";"216.425";"0.674809802943377";"Crnkl1"
"310";"2.5";"0";"0";"Rin2"
"311";"0.09";"0";"0";"Folh1"
"312";"22.655";"42.105";"1.85853012580004";"Chordc1"
"313";"13.035";"3.105";"0.238204833141542";"Rtcb"
"314";"1.35";"0";"0";"Pwp1"
"315";"7.88";"4.91";"0.623096446700508";"Fbxo7"
"316";"17.89";"11.59";"0.647847959754053";"Capns1"
"317";"0";"0";"NaN";"Lrp3"
"318";"0.025";"0";"0";"Dsg4"
"319";"0.065";"3.025";"46.5384615384615";"Evx2"
"320";"1.255";"0";"0";"Hoxd13"
"321";"0.085";"0";"0";"Hoxd12"
"322";"0.22";"14.155";"64.3409090909091";"Folr1"
"323";"7.365";"17.675";"2.39986422267481";"Clpb"
"324";"34.825";"29.265";"0.840344580043072";"Septin7"
"325";"3.135";"0";"0";"Zdhhc4"
"326";"168.945";"405.47";"2.40001183817219";"Rac1"
"327";"325.3";"160.82";"0.494374423608976";"Nup214"
"328";"0.01";"0";"0";"Aif1l"
"329";"0";"0";"NaN";"Cpa3"
"330";"0.04";"0";"0";"Ltbp1"
"331";"5.805";"13.795";"2.37639965546942";"Ugp2"
"332";"0.01";"0";"0";"Kcnh6"
"333";"4.345";"35.835";"8.24741081703107";"Trmt1"
"334";"60.795";"34.47";"0.566987416728349";"Nacc1"
"335";"4.95";"18.585";"3.75454545454545";"Nfix"
"336";"0.15";"0";"0";"Slc1a5"
"337";"148.91";"315.14";"2.11631186622792";"Uba1"
"338";"0.16";"0";"0";"Vwf"
"339";"4.21";"21.7";"5.15439429928741";"Siae"
"340";"0";"0";"NaN";"Vsig2"
"341";"0.1";"0";"0";"Esam"
"342";"17.62";"0";"0";"Spa17"
"343";"60.64";"17.905";"0.295267150395778";"Fam50a"
"344";"14.26";"58.94";"4.13323983169705";"Emd"
"345";"1.34";"0";"0";"Taco1"
"346";"0.03";"0";"0";"Grik3"
"347";"0";"0";"NaN";"Gria3"
"348";"0";"0";"NaN";"Npas1"
"349";"15.86";"33.32";"2.10088272383354";"Sipa1l2"
"350";"12.615";"32.625";"2.58620689655172";"Ap4e1"
"351";"3.665";"19.95";"5.44338335607094";"Blvra"
"352";"0.135";"0";"0";"Pdzd4"
"353";"0.065";"2.15";"33.0769230769231";"Srpk3"
"354";"2.5";"4.975";"1.99";"Idh3g"
"355";"0";"0";"NaN";"Pnck"
"356";"5.21";"0";"0";"Ssr4"
"357";"39.41";"17.665";"0.448236488200964";"Bcap31"
"358";"27.04";"5.115";"0.189164201183432";"Fam98a"
"359";"2.495";"0";"0";"Ltbp2"
"360";"1.85";"0";"0";"Kmt2a"
"361";"56.365";"17.6";"0.312250510068305";"Ift46"
"362";"0";"0";"NaN";"Tmem25"
"363";"0.065";"0";"0";"Cd3g"
"364";"0.595";"2.055";"3.45378151260504";"Trappc6a"
"365";"31.715";"32.505";"1.02490934888854";"Supt6"
"366";"14.545";"100.5";"6.9095909247164";"Spag5"
"367";"0.045";"0";"0";"Foxn1"
"368";"0.155";"0";"0";"Unc119"
"369";"0.04";"0";"0";"Rab34"
"370";"8.125";"50.1";"6.16615384615385";"Sdf2"
"371";"3.86";"0";"0";"Ccne1"
"372";"20.95";"71.125";"3.39498806682578";"Hsf2bp"
"373";"0.015";"20.675";"1378.33333333333";"Bbc3"
"374";"0";"0";"NaN";"Mybpc3"
"375";"12.935";"2.965";"0.229223038268264";"Psmc3"
"376";"1.13";"0";"0";"Acp2"
"377";"0.185";"0";"0";"Rapsn"
"378";"0.515";"0";"0";"Slc39a13"
"379";"52.525";"64.205";"1.22237029985721";"Celf2"
"380";"0.295";"0";"0";"Nr1h3"
"381";"27.265";"81.895";"3.00366770584999";"Ddb2"
"382";"0.08";"0";"0";"Spi1"
"383";"55.535";"149.82";"2.69775817052309";"Sf3a1"
"384";"12.74";"27.775";"2.18014128728414";"Stat6"
"385";"0.185";"0";"0";"Clgn"
"386";"0";"0";"NaN";"Napsa"
"387";"3.045";"7.795";"2.55993431855501";"Vrk3"
"388";"1.705";"0";"0";"Smg9"
"389";"9.71";"85.535";"8.80895983522142";"Paxip1"
"390";"101.19";"38.27";"0.378199426820832";"Rmnd5a"
"391";"1.56";"4.605";"2.95192307692308";"Mov10"
"392";"0.035";"0";"0";"Ppm1j"
"393";"0.525";"0";"0";"Rhoc"
"394";"0";"0";"NaN";"Prr27"
"395";"2.66";"7.5";"2.81954887218045";"Tead3"
"396";"11.62";"57.845";"4.97805507745267";"Ppard"
"397";"10.64";"13.03";"1.22462406015038";"Def6"
"398";"3.83";"0";"0";"Peg3"
"399";"3.925";"0";"0";"Zim1"
"400";"0.145";"0";"0";"Metrn"
"401";"0.535";"0";"0";"Lmf1"
"402";"0.56";"3.385";"6.04464285714286";"Ciao3"
"403";"0.165";"0";"0";"Angptl4"
"404";"305.295";"312.775";"1.02450089257931";"Dbf4"
"405";"29.94";"40.08";"1.33867735470942";"Daxx"
"406";"5.585";"35.825";"6.41450313339302";"Cd320"
"407";"5.755";"34.08";"5.92180712423979";"Ipo4"
"408";"0.975";"16.805";"17.2358974358974";"Tm9sf1"
"409";"0.015";"0";"0";"Rec8"
"410";"0.7";"0";"0";"Irf9"
"411";"0.21";"11.965";"56.9761904761905";"Gmpr2"
"412";"0.265";"0";"0";"Mdp1"
"413";"16.725";"172.355";"10.3052316890882";"Dhrs1"
"414";"0.005";"0.99";"198";"Ncan"
"415";"0.42";"0";"0";"Tmem161a"
"416";"0.25";"0";"0";"Armc6"
"417";"6.73";"9.79";"1.45468053491828";"Borcs8"
"418";"0.065";"0";"0";"Slc25a42"
"419";"195.94";"182.16";"0.929672348678167";"Snx9"
"420";"46.08";"144.505";"3.13595920138889";"Ranbp3"
"421";"4.185";"0";"0";"Ndufa11"
"422";"0.01";"0";"0";"Bmp8b"
"423";"0.555";"0";"0";"Nr2f6"
"424";"6.46";"0";"0";"Use1"
"425";"0.205";"0.37";"1.80487804878049";"Ocel1"
"426";"5.41";"2.6";"0.480591497227357";"Dyrk1b"
"427";"6.975";"1.63";"0.233691756272401";"Braf"
"428";"15.21";"31.5";"2.07100591715976";"Ndufb2"
"429";"10.745";"0.32";"0.0297812936249418";"Hltf"
"430";"63.96";"169.425";"2.64892120075047";"Prpf6"
"431";"3.77";"0";"0";"Rgs19"
"432";"0.045";"0";"0";"Rgs20"
"433";"1.975";"34.405";"17.420253164557";"Abhd3"
"434";"134.575";"300.2";"2.23072636076537";"Snrpd1"
"435";"2.685";"0";"0";"Tchp"
"436";"348.095";"907.6";"2.60733420474296";"Tiam1"
"437";"3.085";"10.775";"3.49270664505673";"Tsc2"
"438";"0";"0";"NaN";"Rpl3l"
"439";"0.89";"0";"0";"Nherf2"
"440";"13.115";"0";"0";"Puf60"
"441";"68.095";"138.435";"2.03296864674352";"Golga2"
"442";"0.23";"0";"0";"Uck1"
"443";"18.01";"0.74";"0.0410882842865075";"Scin"
"444";"9.525";"12.26";"1.28713910761155";"Ikzf4"
"445";"2.33";"0";"0";"Mien1"
"446";"0.135";"0";"0";"Pon1"
"447";"0.15";"0";"0";"Axl"
"448";"0.245";"0";"0";"Tgfb1"
"449";"9.93";"63.075";"6.35196374622357";"Ccdc97"
"450";"4.095";"0";"0";"Zfp40"
"451";"5.27";"22.71";"4.30929791271347";"Akap8l"
"452";"0.675";"0";"0";"Shh"
"453";"22.055";"79.09";"3.5860349127182";"Pdcd2l"
"454";"38.55";"10.53";"0.273151750972763";"Gtf2f1"
"455";"0.59";"0";"0";"Clpp"
"456";"4.635";"17.115";"3.69255663430421";"Alkbh7"
"457";"0";"0";"NaN";"Pspn"
"458";"0.04";"0";"0";"Dennd1c"
"459";"97.3";"28.35";"0.29136690647482";"Med6"
"460";"22.215";"37.385";"1.68287193337835";"Prkd1"
"461";"7.495";"18.285";"2.43962641761174";"Lcp2"
"462";"37.75";"52.715";"1.3964238410596";"Cse1l"
"463";"29.565";"3.78";"0.127853881278539";"Naa20"
"464";"0.43";"0";"0";"Prkra"
"465";"0.385";"0";"0";"Fkbp7"
"466";"65.845";"42.9";"0.651530108588351";"Plekha3"
"467";"3.915";"18.365";"4.69093231162197";"Ykt6"
"468";"78.43";"164.35";"2.0954991712355";"Baz1b"
"469";"0.2";"0";"0";"Pex6"
"470";"6.765";"105.825";"15.6430155210643";"Mrpl2"
"471";"118.955";"47.975";"0.403303770333319";"Mea1"
"472";"0.275";"0";"0";"Gnmt"
"473";"0.04";"0";"0";"Grin2d"
"474";"20.705";"125.84";"6.07775899541174";"Kdelr1"
"475";"5.22";"16.665";"3.19252873563218";"Tmem143"
"476";"276.225";"1114.025";"4.03303466377048";"Ggct"
"477";"13.17";"19.06";"1.44722854973424";"Jag2"
"478";"0";"0";"NaN";"Btbd6"
"479";"3.8";"56.985";"14.9960526315789";"Nudt14"
"480";"0.03";"0";"0";"Epdr1"
"481";"22.55";"11.3";"0.501108647450111";"Flii"
"482";"21.835";"13.25";"0.606823906572017";"Top3a"
"483";"0.015";"0";"0";"Atg4d"
"484";"1.03";"0";"0";"Qtrt1"
"485";"0";"0";"NaN";"Plin4"
"486";"9.535";"5.605";"0.587834294703723";"Hdgfl2"
"487";"50.23";"59.415";"1.18285884929325";"Chaf1a"
"488";"3.255";"39.22";"12.0491551459293";"Adprh"
"489";"33.905";"56.87";"1.677333726589";"Tmem39a"
"490";"3.435";"0";"0";"Timmdc1"
"491";"1.035";"0";"0";"Pla1a"
"492";"36.43";"175.58";"4.81965413121054";"Mcm2"
"493";"8.735";"0";"0";"Tpra1"
"494";"26.855";"60.64";"2.25805250418916";"Nab1"
"495";"0";"0";"NaN";"Adgre5"
"496";"2.91";"1.285";"0.441580756013746";"Il17ra"
"497";"68.355";"154.275";"2.25696730305025";"Lamb1"
"498";"0.45";"0";"0";"Kcnn1"
"499";"9.53";"73.56";"7.71878279118573";"Arrdc2"
"500";"0.02";"0";"0";"Ppp1r17"
"501";"22.195";"0";"0";"Cd36"
"502";"6.365";"4.65";"0.730557737627651";"Map2k7"
"503";"38.215";"26.98";"0.706005495224388";"Timm44"
"504";"2.51";"0";"0";"Ap2a2"
"505";"0.555";"23.835";"42.9459459459459";"Pnkp"
"506";"26.04";"108.78";"4.17741935483871";"Med25"
"507";"0";"0.405";"Inf";"Bcam"
"508";"25.52";"60.38";"2.36598746081505";"Clptm1"
"509";"1.825";"0.895";"0.49041095890411";"Relb"
"510";"4.16";"0";"0";"Tomm40"
"511";"1.085";"0";"0";"Apoe"
"512";"0.245";"8.39";"34.2448979591837";"Apoc2"
"513";"30.865";"69.55";"2.25336141260327";"Hbp1"
"514";"14.155";"0";"0";"Prkar2b"
"515";"20.155";"6.24";"0.30960059538576";"Cdkn1b"
"516";"4.63";"4.695";"1.01403887688985";"Klf4"
"517";"31.47";"67.425";"2.14251668255481";"Ap1m1"
"518";"10.04";"0";"0";"Rab8a"
"519";"19.37";"10.025";"0.517552916881776";"Hmgn2"
"520";"17.085";"11.725";"0.686274509803921";"Fam32a"
"521";"9.3";"3.97";"0.426881720430108";"Elf3"
"522";"1.98";"2.395";"1.20959595959596";"Cyp2c29"
"523";"26.875";"88.785";"3.30362790697674";"Stard3nl"
"524";"37.76";"21.75";"0.576006355932203";"Stk11"
"525";"1.095";"0";"0";"Efna2"
"526";"2.86";"0";"0";"Atp5f1d"
"527";"6";"82.43";"13.7383333333333";"Ppp5c"
"528";"110.5";"25.215";"0.228190045248869";"Cdk12"
"529";"1.77";"0.265";"0.149717514124294";"Lipe"
"530";"17.53";"108.82";"6.20764403879064";"Pafah1b2"
"531";"21.67";"45.335";"2.09206275957545";"Tbc1d8"
"532";"64.605";"106.74";"1.65219410262364";"Cnot11"
"533";"0.08";"0";"0";"Slc2a3"
"534";"4.92";"7.75";"1.57520325203252";"Foxj2"
"535";"3.31";"0";"0";"Sri"
"536";"3.185";"13.395";"4.20565149136578";"Dgcr2"
"537";"2.5";"0";"0";"Irf3"
"538";"0.545";"0";"0";"Bcl2l12"
"539";"1.46";"0.415";"0.284246575342466";"Zfp959"
"540";"1.955";"0";"0";"Mpnd"
"541";"6.6";"22.325";"3.38257575757576";"Sh3gl1"
"542";"0.06";"4.325";"72.0833333333333";"Ebi3"
"543";"4.19";"0";"0";"Yju2"
"544";"10.165";"24.425";"2.4028529267093";"Ranbp2"
"545";"0.19";"0";"0";"Edar"
"546";"5.79";"2.655";"0.458549222797927";"Grk5"
"547";"25.22";"19.555";"0.7753766851705";"Dvl3"
"548";"155.57";"73.11";"0.469949219001093";"Abcf3"
"549";"6.575";"0";"0";"Eif2b5"
"550";"13.075";"1.475";"0.112810707456979";"Cyth2"
"551";"0.515";"0";"0";"Sult2b1"
"552";"0.575";"0";"0";"Car11"
"553";"1.205";"1.97";"1.63485477178423";"Dlgap1"
"554";"37.19";"112.25";"3.01828448507663";"Plag1"
"555";"0.155";"0";"0";"Hck"
"556";"8.33";"3.3";"0.396158463385354";"Mrpl4"
"557";"1.93";"1.965";"1.01813471502591";"Keap1"
"558";"27.335";"80.56";"2.94713736967258";"Ap1m2"
"559";"2.405";"8.28";"3.44282744282744";"Glg1"
"560";"0";"0";"NaN";"Atp8b3"
"561";"33.035";"46.87";"1.41879824428636";"Btbd2"
"562";"17.385";"4.04";"0.232384239286741";"Csnk1g2"
"563";"0.235";"0";"0";"Abhd17a"
"564";"5.33";"0";"0";"Mob3a"
"565";"6.32";"1.675";"0.26503164556962";"Cacnb3"
"566";"1.605";"14.67";"9.14018691588785";"Ccdc65"
"567";"0.25";"0";"0";"Fkbp11"
"568";"3.76";"4.405";"1.17154255319149";"Ddx23"
"569";"6.53";"7.875";"1.20597243491577";"Pld3"
"570";"0.145";"0";"0";"Grik5"
"571";"0.07";"0";"0";"Cd79a"
"572";"5.71";"0";"0";"Rabac1"
"573";"0.275";"0";"0";"Etv3"
"574";"5.62";"22.64";"4.02846975088968";"Prkcsh"
"575";"18.355";"10.885";"0.593026423317897";"Elavl3"
"576";"60.005";"23.695";"0.394883759686693";"Rab3b"
"577";"2.36";"0";"0";"St8sia6"
"578";"0.075";"0";"0";"Fcgrt"
"579";"27.625";"16.265";"0.588778280542986";"Nosip"
"580";"3.455";"0";"0";"Pih1d1"
"581";"28.025";"82.54";"2.94522747546833";"Rps11"
"582";"13.395";"34.33";"2.56289660321015";"Supt5"
"583";"1.5";"0";"0";"Dll3"
"584";"29.465";"94.945";"3.2222976412693";"Paf1"
"585";"7.305";"0";"0";"Timm50"
"586";"1.18";"0";"0";"Med29"
"587";"0.06";"0";"0";"Bicd1"
"588";"7.53";"27.87";"3.70119521912351";"Ncstn"
"589";"31.19";"94.595";"3.03286309714652";"Pex19"
"590";"0.02";"0";"0";"Phyhip"
"591";"0";"0";"NaN";"Crhr2"
"592";"0";"0";"NaN";"Inmt"
"593";"0";"0";"NaN";"Cyp4f18"
"594";"1.08";"0";"0";"Impdh1"
"595";"1.355";"0";"0";"Psg18"
"596";"0.04";"0";"0";"Dusp3"
"597";"5.235";"5.775";"1.10315186246418";"Prodh"
"598";"20.58";"22.805";"1.10811467444121";"Ess2"
"599";"16.125";"19.155";"1.18790697674419";"Slc25a1"
"600";"11.455";"2.21";"0.192928852029681";"Dgcr6"
"601";"1.47";"15.23";"10.3605442176871";"Ddr1"
"602";"0.35";"0";"0";"Ier3"
"603";"1.075";"8.555";"7.95813953488372";"Fosb"
"604";"1.84";"11.875";"6.45380434782609";"Klc4"
"605";"1.205";"0";"0";"Ercc1"
"606";"0.03";"0";"0";"Cyp17a1"
"607";"0.215";"0";"0";"As3mt"
"608";"0.045";"0";"0";"Homer3"
"609";"3.57";"22.6";"6.33053221288515";"Crtc1"
"610";"0.4";"0";"0";"Rnf215"
"611";"0.485";"5.38";"11.0927835051546";"Sec14l2"
"612";"161.795";"15.985";"0.0987978614913934";"Aven"
"613";"0.005";"0";"0";"Cp"
"614";"4.45";"0";"0";"Crot"
"615";"4.23";"3.37";"0.796690307328605";"Rps6ka1"
"616";"0.195";"0";"0";"Calb2"
"617";"33.12";"74.25";"2.24184782608696";"Snrnp200"
"618";"26.13";"5.665";"0.216800612323";"Ciao1"
"619";"0";"0";"NaN";"Has1"
"620";"1.69";"0";"0";"Taf6l"
"621";"2.86";"1.165";"0.407342657342657";"Insig2"
"622";"29.665";"83.985";"2.83111410753413";"Kpna6"
"623";"2.915";"4.68";"1.60548885077187";"Man1a"
"624";"0.02";"0";"0";"Itpkc"
"625";"1.89";"18.945";"10.0238095238095";"Coq8b"
"626";"19.76";"14.48";"0.732793522267206";"Brd8"
"627";"63.66";"229.565";"3.60611058749607";"Kif20a"
"628";"11.37";"5.79";"0.509234828496042";"Farsa"
"629";"4.425";"5.135";"1.16045197740113";"Gcdh"
