"","x"
"1366","Nudt4"
"1367","Rfx4"
"1368","Cry1"
"1369","Hsp90b1"
"1370","Sycp3"
"1371","Sirt1"
"1372","Herc4"
"1373","Hnrnph3"
"1374","Pbld2"
"1375","Ccar1"
"1376","Ddx21"
"1377","Ddx50"
"1378","Srgn"
"1379","Vps26a"
"1380","Supv3l1"
"1381","Fam241b"
"1382","Sar1a"
"1383","Ppa1"
"1384","Npffr1"
"1385","Eif4ebp2"
"1386","Tbata"
"1387","Pcbd1"
"1388","Slc29a3"
"1389","Lrig3"
"1390","Anapc16"
"1391","Ddit4"
"1392","Micu1"
"1393","Cand1"
"1394","Tbk1"
"1395","Pno1"
"1396","Plek"
"1397","Srgap1"
"1398","Egfr"
"1399","Avpr1a"
"1400","Usp15"
"1401","Tbc1d15"
"1402","Rab21"
"1403","2310011J03Rik"
"1404","Peli1"
"1405","Thap2"
"1406","Dock2"
"1407","Ptprr"
"1408","Actr2"
"1409","Ptprb"
"1410","Pwwp3a"
"1411","Cnot2"
"1412","Tcf3"
"1413","Or14c43"
"1414","Best3"
"1415","Frs2"
"1416","Yeats4"
"1417","Cobl"
"1418","Grb10"
"1419","Lyz3"
"1420","Snrpd3"
"1421","Nav3"
"1422","Cpm"
"1423","Mdm2"
"1424","Osbpl8"
"1425","Mknk2"
"1426","Cabin1"
"1427","Ap3d1"
"1428","Sf3a2"
"1429","Mdm1"
"1430","Jsrp1"
"1431","Timm13"
"1432","Vps13d"
"1433","Llph"
"1434","Tmbim4"
"1435","Helb"
"1436","Prmt2"
"1437","Dip2a"
"1438","Hmg20b"
"1439","Fzr1"
"1440","Col6a2"
"1441","Hcfc2"
"1442","Nfyb"
"1443","Txnrd1"
"1444","Nopchap1"
"1445","Wdr82"
"1446","Glyctk"
"1447","Pofut2"
"1448","Slc36a1"
"1449","Appl2"
"1450","Slc36a2"
"1451","Sumo3"
"1452","Hint1"
"1453","Smim23"
"1454","Fbxw11"
"1455","Papolg"
"1456","Rel"
"1457","Pfkl"
"1458","Il9r"
"1459","Rhbdf1"
"1460","Pex13"
"1461","Ahsa2"
"1462","Xpo1"
"1463","4930524B15Rik"
"1464","Cpeb4"
"1465","Stc2"
"1466","Cdc34"
"1467","Erlec1"
"1468","Sptbn1"
"1469","Spmap2"
"1470","Mdh1"
"1471","Prss57"
"1472","Fgf22"
"1473","Hcn2"
"1474","Slc22a4"
"1475","Cyfip2"
"1476","Ppp2ca"
"1477","Sgcd"
"1478","Hnrnpab"
"1479","Hspa4"
"1480","Cnot6"
"1481","Gfpt2"
"1482","Mapk9"
"1483","Canx"
"1484","Rack1"
"1485","Rufy1"
"1486","Rnf130"
"1487","Rad50"
"1488","Mrnip"
"1489","Clk4"
"1490","Sar1b"
"1491","Jade2"
"1492","Ube2b"
"1493","Cdkn2aipnl"
"1494","Kremen1"
"1495","Med7"
"1496","Tnip1"
"1497","Vdac1"
"1498","Fabp6"
"1499","Upp1"
"1500","Slu7"
"1501","Nipal4"
"1502","Ascc2"
"1503","Hus1"
"1504","Pttg1"
"1505","Btg2"
"1506","Castor1"
"1507","Gabra6"
"1508","Igfbp1"
"1509","Pes1"
"1510","Tcn2"
"1511","4921536K21Rik"
"1512","Osbp2"
"1513","Gabrg2"
"1514","Myo1g"
"1515","Arf5"
"1516","2310033P09Rik"
"1517","Guk1"
"1518","Rnf185"
"1519","Limk2"
"1520","Patz1"
"1521","Eif4enif1"
"1522","Trim11"
"1523","Ogdh"
"1524","Drg1"
"1525","Rtn4"
"1526","Mtif2"
"1527","Rps27a"
"1528","Ppp4r3b"
"1529","Pnpt1"
"1530","Pold2"
"1531","Zkscan17"
"1532","Polm"
"1533","Pgam2"
"1534","Dbnl"
"1535","Ccdc117"
"1536","Dynll2"
"1537","Supt4a"
"1538","Btnl10"
"1539","Smg8"
"1540","Rnf187"
"1541","Tubd1"
"1542","Cnot8"
"1543","Rps6kb1"
"1544","Sap30l"
"1545","Rnft1"
"1546","Mfap3"
"1547","Gria1"
"1548","Ppm1d"
"1549","Myo19"
"1550","Prpsap2"
"1551","Ggnbp2"
"1552","Acaca"
"1553","Llgl1"
"1554","Drg2"
"1555","Srebf1"
"1556","Tom1l1"
"1557","Cox11"
"1558","Lrrc72"
"1559","Stxbp4"
"1560","Elac2"
"1561","Pctp"
"1562","Polr1f"
"1563","Efcab10"
"1564","Sypl1"
"1565","Pdia6"
"1566","Nbas"
"1567","Tspan13"
"1568","Rock2"
"1569","Agr2"
"1570","Matn3"
"1571","Laptm4a"
"1572","Cyria"
"1573","Snx13"
"1574","Ntsr2"
"1575","Sdc1"
"1576","Pum2"
"1577","Slc7a15"
"1578","Trib2"
"1579","Hs1bp3"
"1580","Lratd1"
"1581","Smc6"
"1582","Amz2"
"1583","Gna13"
"1584","Prkar1a"
"1585","Fam20a"
"1586","Map2k6"
"1587","Trappc12"
"1588","Rnaseh1"
"1589","Ubxn2a"
"1590","Cmpk2"
"1591","Pfn4"
"1592","Itsn2"
"1593","Id2"
"1594","Mboat2"
"1595","Ncoa1"
"1596","Dus4l"
"1597","Rrm2"
"1598","Bcap29"
"1599","Cenpo"
"1600","Klf11"
"1601","Adcy3"
"1602","Grhl1"
"1603","Efr3b"
"1604","Cbll1"
"1605","Dnmt3a"
"1606","Dld"
"1607","Kif3c"
"1608","Sh3yl1"
"1609","Rab10"
"1610","Pxdn"
"1611","Ccl11"
"1612","Taf15"
"1613","Mmp28"
"1614","Gas2l2"
"1615","Cdc27"
"1616","Itgb3"
"1617","Efcab3"
"1618","Tlk2"
"1619","Rffl"
"1620","Lig3"
"1621","Asic2"
"1622","Ddx42"
"1623","Ftsj3"
"1624","Rnf135"
"1625","Psmc5"
"1626","Adap2"
"1627","Gh"
"1628","Ern1"
"1629","Nf1"
"1630","Pecam1"
"1631","Ddx5"
"1632","Psmd12"
"1633","Helz"
"1634","Cacng1"
"1635","Nherf1"
"1636","Jpt1"
"1637","Sumo2"
"1638","Nup85"
"1639","Gga3"
"1640","Cluh"
"1641","Mif4gd"
"1642","Slc25a19"
"1643","Pafah1b1"
"1644","Recql5"
"1645","Itgb4"
"1646","Unk"
"1647","Aspa"
"1648","Mrpl38"
"1649","Acox1"
"1650","Srp68"
"1651","Llgl2"
"1652","Ncbp3"
"1653","Ankfy1"
"1654","Ube2g1"
"1655","Med31"
"1656","Ube2o"
"1657","Rhbdf2"
"1658","4933427D14Rik"
"1659","Pimreg"
"1660","Cygb"
"1661","Mfsd11"
"1662","Kif1c"
"1663","Sec14l1"
"1664","Mink1"
"1665","Pld2"
"1666","Vmo1"
"1667","Bacc1"
"1668","Eral1"
"1669","Dhrs13"
"1670","Coro6"
"1671","Blmh"
"1672","Cpd"
"1673","Rph3al"
"1674","Ywhae"
"1675","Prpf8"
"1676","Luc7l3"
"1677","Ankrd40"
"1678","Abcc3"
"1679","Cacna1g"
"1680","Spata20"
"1681","Lrrc59"
"1682","Cdc34b"
"1683","Tac4"
"1684","Snx11"
"1685","Scrn2"
"1686","Cacnb1"
"1687","Fbxl20"
"1688","Dvl2"
"1689","Nr1d1"
"1690","Gucy2e"
"1691","Aloxe3"
"1692","Per1"
"1693","Tmem107"
"1694","Aurkb"
"1695","Pfas"
"1696","Myh10"
"1697","Ntn1"
"1698","Usp43"
"1699","Rcvrn"
"1700","Myh3"
"1701","Top2a"
"1702","Krt36"
"1703","Acly"
"1704","Kat2a"
"1705","Tmem101"
"1706","Ubtf"
"1707","Ccdc43"
"1708","Adam11"
"1709","Higd1b"
"1710","Eftud2"
"1711","Dcakd"
"1712","Nmt1"
"1713","Efcab15"
"1714","Gosr2"
"1715","Klhl28"
"1716","Fkbp3"
"1717","Foxg1"
"1718","Scfd1"
"1719","Ston2"
"1720","Gtf2a1"
"1721","Sel1l"
"1722","Pole2"
"1723","Klhdc2"
"1724","Nemf"
"1725","Sec23a"
"1726","Trappc6b"
"1727","Pnn"
"1728","Mia2"
"1729","Galc"
"1730","Spata7"
"1731","Ptpn21"
"1732","Npas3"
"1733","Zc3h14"
"1734","Ttc8"
"1735","Polr2h"
"1736","Ppp2r3c"
"1737","Psma6"
"1738","Nfkbia"
"1739","Ralgapa1"
"1740","Mbip"
"1741","Ngb"
"1742","Gstz1"
"1743","Sptlc2"
"1744","Ahsa1"
"1745","Vipas39"
"1746","Snw1"
"1747","Adck1"
"1748","Mthfd1"
"1749","Ppp2r5e"
"1750","Esr2"
"1751","Akap5"
"1752","Fut8"
"1753","Atl1"
"1754","Sav1"
"1755","Nin"
"1756","Bdkrb2"
"1757","Actr10"
"1758","Tomm20l"
"1759","Serpina1f"
"1760","Serpina3n"
"1761","Gsc"
"1762","Ppm1a"
"1763","Six6"
"1764","Glrx5"
"1765","Hif1a"
"1766","Papola"
"1767","Pals1"
"1768","Snapc1"
"1769","Atp6v1d"
"1770","Vrk1"
"1771","Eif2s1"
"1772","Rdh12"
"1773","Vti1b"
"1774","Arg2"
"1775","Erh"
"1776","Srsf5"
"1777","Slc10a1"
"1778","S2bpcox16"
"1779","Pcnx1"
"1780","Pacs2"
"1781","Mta1"
"1782","Wdr37"
"1783","Idi2l"
"1784","Gtpbp4"
"1785","Zmynd11"
"1786","Esyt2"
"1787","Cdca7l"
"1788","Efcab11"
"1789","Tdp1"
"1790","Psmc1"
"1791","Rps6ka5"
"1792","Ccdc88c"
"1793","Dglucy"
"1794","Trip11"
"1795","Atxn3"
"1796","Lgmn"
"1797","Golga5"
"1798","Pitrm1"
"1799","Chga"
"1800","Pfkp"
"1801","Asb2"
"1802","Otub2"
"1803","Ifi27l2b"
"1804","Akr1c6"
"1805","Akr1c12"
"1806","Net1"
"1807","Tubal3"
"1808","Gdi2"
"1809","Dpf3"
"1810","Dcaf4"
"1811","Acot3"
"1812","Fam161b"
"1813","Coq6"
"1814","Entpd5"
"1815","Aldh6a1"
"1816","Vsx2"
"1817","Npc2"
"1818","Fcf1"
"1819","Ylpm1"
"1820","Tmed10"
"1821","Erg28"
"1822","Gpatch2l"
"1823","Esrrb"
"1824","Angel1"
"1825","Ccnk"
"1826","Evl"
"1827","Yy1"
"1828","Wars1"
"1829","Hsp90aa1"
"1830","Fdft1"
"1831","Cinp"
"1832","Traf3"
"1833","Amn"
"1834","Cdc42bpb"
"1835","Eif5"
"1836","Ppp1r13b"
"1837","Zfyve21"
"1838","Xrcc3"
"1839","Klc1"
"1840","Atp5mj"
"1841","Kif26a"
"1842","Gpr132"
"1843","Ggps1"
"1844","Gng4"
"1845","Gpr137b"
"1846","Mtr"
"1847","Ryr2"
"1848","Gli3"
"1849","Trim27"
"1850","Carmil1"
"1851","Mrs2"
"1852","Prl"
"1853","Irf4"
"1854","Exoc2"
"1855","Gcnt2"
"1856","Tmem14c"
"1857","Gcm2"
"1858","Nedd9"
"1859","Hivep1"
"1860","Mcur1"
"1861","Nup153"
"1862","Kif13a"
"1863","Dek"
"1864","Id4"
"1865","Susd3"
"1866","Ippk"
"1867","Aspn"
"1868","Ogn"
"1869","Nol8"
"1870","Spin1"
"1871","Wrnip1"
"1872","Ripk1"
"1873","Prpf4b"
"1874","Fam217a"
"1875","Eci3"
"1876","Rpp40"
"1877","Fars2"
"1878","Ssr1"
"1879","Riok1"
"1880","Snrnp48"
"1881","Cts7"
"1882","Sema4d"
"1883","Gadd45g"
"1884","Aopep"
"1885","Auh"
"1886","Fancc"
"1887","Ptch1"
"1888","Sptlc1"
"1889","Ercc6l2"
"1890","Habp4"
"1891","Drd1"
"1892","Cdk20"
"1893","Lman2"
"1894","Prelid1"
"1895","Nsd1"
"1896","Pdlim7"
"1897","Pcbd2"
"1898","Ddx46"
"1899","Caml"
"1900","Slc25a48"
"1901","Ptdss1"
"1902","Mterf3"
"1903","Uqcrb"
"1904","Fastkd3"
"1905","Cetn3"
"1906","Il9"
"1907","Smad5"
"1908","Hnrnpk"
"1909","Ccnh"
"1910","Rasa1"
"1911","Gkap1"
"1912","Naa35"
"1913","Golm1"
"1914","Agtpbp1"
"1915","Cep72"
"1916","Pdcd6"
"1917","Sdha"
"1918","Lrrc14b"
"1919","Cast"
"1920","Pcsk1"
"1921","Spata9"
"1922","Glrx"
"1923","Nsun2"
"1924","Mctp1"
"1925","Slf1"
"1926","Med10"
"1927","Ndufs6"
"1928","Lpcat1"
"1929","Clptm1l"
"1930","Tert"
"1931","Slc6a18"
"1932","Hapln1"
"1933","Vcan"
"1934","Xrcc4"
"1935","Ckmt2"
"1936","Rad17"
"1937","Marveld2"
"1938","Gtf2h2"
"1939","Naip1"
"1940","Smn1"
"1941","Cartpt"
"1942","Ptcd2"
"1943","Btf3"
"1944","Ankra2"
"1945","Arhgef28"
"1946","Gfm2"
"1947","Polk"
"1948","Cert1"
"1949","Hmgcr"
"1950","Poc5"
"1951","Iqgap2"
"1952","F2rl1"
"1953","S100z"
"1954","Aggf1"
"1955","Pde8b"
"1956","Ap3b1"
"1957","Scamp1"
"1958","Jmy"
"1959","Dimt1"
"1960","Kif2a"
"1961","Elovl7"
"1962","Depdc1b"
"1963","Plk2"
"1964","Thbs4"
"1965","Serinc5"
"1966","Zfyve16"
"1967","Erbin"
"1968","Nln"
"1969","Trappc13"
"1970","Trim23"
"1971","Ppwd1"
"1972","Cenpk"
"1973","Cwc27"
"1974","Srek1ip1"
"1975","Nt5el"
"1976","Rnf180"
"1977","Htr1a"
"1978","Parp8"
"1979","Emb"
"1980","Hcn1"
"1981","Slc4a7"
"1982","Psmd6"
"1983","Atxn7"
"1984",NA
"1985","Pdhb"
"1986","Fam107a"
"1987","Acox2"
"1988","Kctd6"
"1989","Map3k1"
"1990","Il6st"
"1991","Ddx4"
"1992","Plpp1"
"1993","Cspg4b"
"1994","Ndufs4"
"1995","Kat6b"
"1996","Samd8"
"1997","Vdac2"
"1998","Nkiras1"
"1999","Ube2e1"
"2000","Nr1d2"
"2001","Dlg5"
"2002","Ngly1"
"2003","Prxl2a"
"2004","Glud1"
"2005","9230112D13Rik"
"2006","Cdhr1"
"2007","Nid2"
"2008","Rtraf"
"2009","Ecd"
"2010","Dnajc9"
"2011","Anxa7"
"2012","Mss51"
"2013","Ppp3cb"
"2014","Zswim8"
"2015","Camk2g"
"2016","Vcl"
"2017","Ap3m1"
"2018","Txndc16"
"2019","Ero1a"
"2020","Psmc6"
"2021","Mapk1ip1l"
"2022","Ktn1"
"2023","Ppif"
"2024","Slmap"
"2025",NA
"2026","Arf4"
"2027","Dnah12"
"2028","Gpr65"
"2029","Eaf1"
"2030","Capn7"
"2031","Asb14"
"2032","Btd"
"2033","Bap1"
"2034","Galnt15"
"2035","Dph3"
"2036","Oxnad1"
"2037","Msmb"
"2038","Nisch"
"2039","Parg"
"2040","Ogdhl"
"2041","Glt8d1"
"2042","Spcs1"
"2043","Ebpl"
"2044","Kpna3"
"2045","Spryd7"
"2046","Mapk8"
"2047","Ctsb"
"2048","Ptpn20"
"2049","Gdf10"
"2050","Gata4"
"2051","Zmym2"
"2052","Cryl1"
"2053","Xpo4"
"2054","Tdh"
"2055","Tkt"
"2056","Pinx1"
"2057","4930578I06Rik"
"2058","Dcp1a"
"2059","Sap18"
"2060","Ska3"
"2061","Prss52"
"2062","Mrpl57"
"2063","Zdhhc20"
"2064","Hmbox1"
"2065","Micu2"
"2066","Fgf9"
"2067","Ints9"
"2068","1700129C05Rik"
"2069","Extl3"
"2070","Cab39l"
"2071","Amer2"
"2072","Spata13"
"2073","Cacna2d3"
"2074","Mipep"
"2075","Wnt5a"
"2076","Lcp1"
"2077","Zc3h13"
"2078","Gpalpp1"
"2079","Tsc22d1"
"2080","Enox1"
"2081","Epsti1"
"2082","Akap11"
"2083","Tdrd3"
"2084","Naa16"
"2085","Diaph3"
"2086","Wbp4"
"2087","Sugt1"
"2088","Elp3"
"2089","Pbk"
"2090","Esco2"
"2091","Ccdc25"
"2092","Ephx2"
"2093","Chrna2"
"2094","Trim35"
"2095","Stmn4"
"2096","Bnip3l"
"2097","Ppp2r2a"
"2098","Adam7"
"2099","Adamdec1"
"2100","Pibf1"
"2101","Bora"
"2102","Rhobtb2"
"2103","Klhl1"
"2104","Pebp4"
"2105","Bin3"
"2106","Pdlim2"
"2107","Ppp3cc"
"2108","Bmp1"
"2109","Xpo7"
"2110","Fgf17"
"2111","Dok2"
"2112","Rb1"
"2113","Rcbtb2"
"2114","Itm2b"
"2115","Med4"
"2116","Sucla2"
"2117","Uchl3"
"2118","Rbm26"
"2119","Obi1"
"2120","Fbxl3"
"2121","Acod1"
"2122","Tgds"
"2123","Gpr180"
"2124","Dnajc3"
"2125","Nipbl"
"2126","Nup155"
"2127","Fyb1"
"2128","Dab2"
"2129","Ttc33"
"2130","Mroh2b"
"2131","Gzme"
"2132","Mcpt8"
"2133","Rab2b"
"2134","Mettl3"
"2135","Dad1"
"2136","Lrp10"
"2137","Haus4"
"2138","Ajuba"
"2139","C6"
"2140","Acin1"
"2141","Drosha"
"2142","Pabpn1"
"2143","6030458C11Rik"
"2144","Pdzd2"
"2145","Slc22a17"
"2146","Golph3"
"2147","Zfr"
"2148","Ngdn"
"2149","Sub1"
"2150","Dcaf11"
"2151","Fitm1"
"2152","Tgm1"
"2153","Cideb"
"2154","Adcy4"
"2155","Mcpt2"
"2156","Mcpt1"
"2157","Sema5a"
"2158","Cct5"
"2159","Ankrd33b"
"2160","Tars1"
"2161","Amacr"
"2162","Rai14"
"2163","Brix1"
"2164","Rad1"
"2165","Nadk2"
"2166","Mtdh"
"2167","Laptm4b"
"2168","Dnah5"
"2169","Trio"
"2170","Ank"
"2171","Myo10"
"2172","Rnf19a"
"2173","Ywhaz"
"2174","4930447A16Rik"
"2175","Rrm2b"
"2176","Atp6v1c1"
"2177","Slc25a32"
"2178","Dcaf13"
"2179","Csmd3"
"2180","Eif3h"
"2181","Rad21"
"2182","Slc30a8"
"2183","Shcbp1"
"2184","Rida"
"2185","Pop1"
"2186","Stk3"
"2187","Khdrbs3"
"2188","Zfat"
"2189","Eif3e"
"2190","Emc2"
"2191","Eny2"
"2192","Sybu"
"2193","Kcnv1"
"2194","Washc5"
"2195","Sqle"
"2196","Mtss1"
"2197","Klhl38"
"2198","Fbxo32"
"2199","Ntaq1"
"2200","Atad2"
"2201","Tbc1d31"
"2202","Derl1"
"2203","Mtbp"
"2204","Mrpl13"
"2205","Adcy8"
"2206","Asap1"
"2207","Cyrib"
"2208","Wnt7b"
"2209","Ppara"
"2210","Gtse1"
"2211","Brd1"
"2212","Ttll8"
"2213","Zc3h7b"
"2214","L3mbtl2"
"2215","Rbx1"
"2216","Xpnpep3"
"2217","St13"
"2218","Slc25a17"
"2219","Mief1"
"2220","Deptor"
"2221","Dnal4"
"2222","Nptxr"
"2223","Josd1"
"2224","Cby1"
"2225","Csnk1e"
"2226","Fam118a"
"2227","Samm50"
"2228","Efcab6"
"2229","Ttll1"
"2230","Myh9"
"2231","Cyp2d26"
"2232","Ndufa6"
"2233","Twf1"
"2234","Smdt1"
"2235","Srebf2"
"2236","Rpap3"
"2237","Rapgef3"
"2238","Xrcc6"
"2239","Desi1"
"2240","Hoxc10"
"2241","Hoxc5"
"2242","Gtsf1"
"2243","Pde1b"
"2244","Glycam1"
"2245","Txndc11"
"2246","Litaf"
"2247","Emp2"
"2248","Hapstr1"
"2249","Trp63"
"2250","Cldn1"
"2251","Mgrn1"
"2252","4930562C15Rik"
"2253","Crebbp"
"2254","Plaat1"
"2255","Zfp263"
"2256","Atp13a3"
"2257","Mefv"
"2258","Glyr1"
"2259","Rogdi"
"2260","Ercc4"
"2261","Cyc1"
"2262","Hsf1"
"2263","Mroh1"
"2264","Fbxl6"
"2265","Slc52a2"
"2266","Oplah"
"2267","Grina"
"2268","Plec"
"2269","Pycr3"
"2270","Ly6h"
"2271","Rhpn1"
"2272","Ly6g"
"2273","Ly6f"
"2274","Ly6c2"
"2275","Ly6i"
"2276","Ly6e"
"2277","Cyp11b2"
"2278","Lypd2"
"2279","Slurp1"
"2280","Psca"
"2281","Zbtb11"
"2282","Mroh4"
"2283","Ptk2"
"2284","Mapk12"
"2285","Miox"
"2286","Lmf2"
"2287","Chkb"
"2288","Mapk8ip2"
"2289","Rabl2"
"2290","Kif21a"
"2291","Yaf2"
"2292","Zcrb1"
"2293","Cblb"
"2294","Retnlb"
"2295","Retnlg"
"2296","Morc1"
"2297","Nectin3"
"2298","Gcsam"
"2299","Atg3"
"2300","Slc35a5"
"2301","Prkdc"
"2302","Mcm4"
"2303","Cep20"
"2304","Nde1"
"2305","Pdxdc1"
"2306","Ntan1"
"2307","Rrn3"
"2308","Pla2g10"
"2309","Parn"
"2310","B3gnt5"
"2311","Sidt1"
"2312","Naa50"
"2313","Ccdc191"
"2314","Qtrt2"
"2315","Mrpl40"
"2316","Zbtb20"
"2317","Usp7"
"2318","Dgcr8"
"2319","Trmt2a"
"2320","Arl6"
"2321","Crybg3"
"2322","Gsc2"
"2323","Cpox"
"2324","Cldnd1"
"2325","Tbc1d23"
"2326","Klhl22"
"2327","Nit2"
"2328","Tfg"
"2329","Thap7"
"2330","Lztr1"
"2331","Snap29"
"2332","Serpind1"
"2333","Ccdc116"
"2334","Sdf2l1"
"2335","Dlg1"
"2336","Ppil2"
"2337","Senp5"
"2338","Ncbp2"
"2339","Top3b"
"2340","Meltf"
"2341","Pak2"
"2342","Wdr53"
"2343","Fgd4"
"2344","Dnm1l"
"2345","Igsf11"
"2346","Tnk2"
"2347","Yars2"
"2348","B4galt4"
"2349","Tfrc"
"2350","Tex55"
"2351","Arhgap31"
"2352","Lrch3"
"2353","Popdc2"
"2354","Osbpl11"
"2355","Snx4"
"2356","Zfp148"
"2357","Gsk3b"
"2358","Fstl1"
"2359","Itgb5"
"2360","Abcc5"
"2361","Rabl3"
"2362","Gtf2e1"
"2363","Stxbp5l"
"2364","Ropn1"
"2365","Ccdc14"
"2366","Iqcb1"
"2367","Ap2m1"
"2368","Pdia5"
"2369","Hspbap1"
"2370","Senp2"
"2371","Tra2b"
"2372","Btg3"
"2373","D16Ertd472e"
"2374","Cxadr"
"2375","Fetub"
"2376","Rfc4"
"2377","Robo1"
"2378","Eif4a2"
"2379","St6gal1"
"2380","Adamts5"
"2381","Ets2"
"2382","Dyrk1a"
"2383","Vps26c"
"2384","Ildr1"
"2385","Cd86"
"2386","Stfa2"
"2387","Arl13b"
"2388","Psmg1"
"2389","Brwd1"
"2390","Krtap15-1"
"2391","Pigp"
"2392","Ripply3"
"2393","Chaf1b"
"2394","Dop1b"
"2395","Setd4"
"2396","Clic6"
"2397","Rcan1"
"2398","Runx1"
"2399","Atp5po"
"2400","Itsn1"
"2401","Donson"
"2402","Son"
"2403","Gart"
"2404","Tmem50b"
"2405","Cfap298"
"2406","Synj1"
"2407","Paxbp1"
"2408","Mis18a"
"2409","Sod1"
"2410","Scaf4"
"2411","Zfp641"
"2412","Kansl2"
"2413","Spmip11"
"2414","Enah"
"2415","Lmbr1l"
"2416","Dhh"
"2417","Tuba1b"
"2418","Fmnl3"
"2419","Tmbim6"
"2420","Aqp2"
"2421","Racgap1"
"2422","Smarcd1"
"2423","Gpd1"
"2424","Cox14"
"2425","Cers5"
"2426","Lima1"
"2427","Larp4"
"2428","Dip2b"
"2429","Atf1"
"2430","Slc11a2"
"2431","Slc4a8"
"2432","Scn8a"
"2433","Pcdhgc4"
"2434","Krt6b"
"2435","Csad"
"2436","Prr13"
"2437","Map3k12"
"2438","Tarbp2"
"2439","Calcoco1"
"2440","Sncg"
"2441","Rttn"
"2442","Cdkn1a"
"2443","Nus1"
"2444","Slc10a2"
"2445","Mospd1"
"2446","Akirin1"
"2447","Gtf2ird1"
"2448","H2-M10.2"
"2449","Noct"
"2450","Abcc1"
"2451","Pate12"
"2452","Prmt5"
"2453","Sympk"
"2454","Ldc1"
"2455","Sult1c2"
"2456","Gzma"
"2457","Reg2"
"2458","Ivns1abp"
"2459","Tmem52"
"2460","Rpp14"
"2461","Ssxb2"
"2462","Gps2"
"2463","Bsg"
"2464","Grm2"
"2465","Il15ra"
"2466","Lcn9"
"2467","Ccl25"
"2468","Guca2a"
"2469","Cypt1"
"2470","Slc26a6"
"2471","9530002B09Rik"
"2472","Creld2"
"2473","Twf2"
"2474","Bmp15"
"2475","Ube2j2"
"2476","Marchf5"
"2477","Dtwd1"
"2478","Poc1a"
"2479","Clec4n"
"2480","Agap3"
"2481","Tmem176a"
"2482","Kcnk16"
"2483","Stk31"
"2484","Nfatc4"
"2485","Gnb3"
"2486","Pisd"
"2487","Tpi1"
"2488","Rab12"
"2489","Cdca3"
"2490","Ccndbp1"
"2491","Mrps23"
"2492","Rhebl1"
"2493","Pigx"
"2494","Tiam2"
"2495","Nox3"
"2496","Synj2"
"2497","Slc22a1"
"2498","Igf2r"
"2499","Lnpep"
"2500","Chd1"
"2501","Mpc1"
"2502","Pde10a"
"2503","1700010I14Rik"
"2504","Phf10"
"2505","Smoc2"
"2506","Zfp51"
"2507","Zscan10"
"2508","Mmp25"
"2509","Hcfc1r1"
"2510","Tnfrsf12a"
"2511","Cldn6"
"2512","Pkmyt1"
"2513","Paqr4"
"2514","Flywch2"
"2515","Tnfrsf21"
"2516","Cenpq"
"2517","Mmut"
"2518","Tbc1d5"
"2519","Rhag"
"2520","Satb1"
"2521","Crisp2"
"2522","Spats1"
"2523","Aars2"
"2524","Sgo1"
"2525","Hsp90ab1"
"2526","Tcte1"
"2527","Polh"
"2528","Enpp5"
"2529","Fbxl17"
"2530","Mrps18a"
"2531","Crip3"
"2532","Cnpy3"
"2533","Ubr2"
"2534","Guca1b"
"2535","Taf8"
"2536","Guca1a"
"2537","Gm20517"
"2538","Bysl"
"2539","Tfeb"
"2540","Foxp4"
"2541","Treml1"
"2542","Nfya"
"2543","Tspo2"
"2544","Brd4"
"2545","Stk38"
"2546","Cpne5"
"2547","Pi16"
"2548","Fgd2"
"2549","Pim1"
"2550","Cmtr1"
"2551","Glo1"
"2552","Tff2"
"2553","Tff3"
"2554","Abcg1"
"2555","Tmprss3"
"2556","Wdr4"
"2557","Cryaa"
"2558","Sik1"
"2559","Arhgap28"
"2560","Akap8"
"2561","Myl12a"
"2562","Myom1"
"2563","Wiz"
"2564","Lpin2"
"2565","Emilin2"
"2566","Smchd1"
"2567","Ndc80"
"2568","Clip4"
"2569","Galnt14"
"2570","Ehd3"
"2571","Xdh"
"2572","Dpy30"
"2573","Spast"
"2574","Prkd3"
"2575","Yipf4"
"2576","Birc6"
"2577","Strn"
"2578","Ttc27"
"2579","Cebpz"
"2580","Vapa"
"2581","Hnrnpll"
"2582","Ralbp1"
"2583","Srsf7"
"2584","Twsg1"
"2585","Ndufv2"
"2586","Washc2"
"2587","Cacna1h"
"2588","Prss21"
"2589","Lrpprc"
"2590","Atp6v0c"
"2591","Pdpk1"
"2592","Sbpl"
"2593","Prepl"
"2594","Abca3"
"2595","Slc3a1"
"2596","Srbd1"
"2597","Dnase1l2"
"2598","Mlst8"
"2599","Pigf"
"2600","Cript"
"2601","Mcfd2"
"2602","Msh2"
"2603","Gtf2a1l"
"2604","Mapk8ip3"
"2605","Jpt2"
"2606","Ift140"
"2607","Telo2"
"2608","Prss28"
"2609","Tpsab1"
"2610","Pot1b"
"2611","Tekt4"
"2612","Sox8"
"2613","Pgap6"
"2614","Mrpl28"
"2615","Axin1"
"2616","Pdia2"
"2617","Rgs11"
"2618","Luc7l"
"2619","Dusp1"
"2620","Phf1"
"2621","Cuta"
"2622","Plin3"
"2623","Kdm4b"
"2624","Rfx2"
"2625","Acsbg2"
"2626","Acsbg3"
"2627","Grm8"
"2628","Mllt1"
"2629","Nudt3"
"2630","Snrpc"
"2631","Taf11"
"2632","Anks1"
"2633","Zfp523"
"2634","Fkbp5"
"2635","Clpsl2"
"2636","Pdzph1"
"2637","Nudt12"
"2638","Cul2"
