"","x"
"9833","Taok3"
"9834","Cyp3a59"
"9835","Or4c126"
"9836","Agbl4"
"9837","Ddhd2"
"9838","Naca"
"9839","Or14j10"
"9840","Or5d40"
"9841","Cxcl12"
"9842","Phf5a"
"9843","Or2l13b"
"9844","Or6c202"
"9845","Zfp873"
"9846","Fiz1"
"9847","Vmn1r219"
"9848","Or10w1"
"9849","Csn1s2b"
"9850","Mageb5"
"9851","Acvr2b"
"9852","Zcchc14"
"9853","Nol4l"
"9854","Hipk2"
"9855","Tmem151a"
"9856","Stx17"
"9857","Or7h8"
"9858","Nol10"
"9859","Smim20"
"9860","Msantd5"
"9861","Mrps36"
"9862","Rps7"
"9863","Snrpa"
"9864","H4c4"
"9865","Or13a19"
"9866","Cox5b"
"9867","4921509C19Rik"
"9868","Krt5"
"9869","C1qtnf7"
"9870","Orm2"
"9871","Zfp229"
"9872","Or14c44"
"9873","Skic8"
"9874","Or2z9"
"9875","Dpp6"
"9876","Ksr2"
"9877","Lyg2"
"9878","Dot1l"
"9879","Vmn1r78"
"9880","Mdc1"
"9881","U2af1"
"9882","Or7g27"
"9883","H2ac4"
"9884","Or9s13"
"9885","Or52a5"
"9886","Or5b104"
"9887","Med9"
"9888","Vmn1r46"
"9889","Cd2ap"
"9890","Gdpd1"
"9891","Dlgap4"
"9892","Fbxw20"
"9893","Ext1"
"9894","Cyp2d22"
"9895","Slc22a12"
"9896","Kalrn"
"9897","Bod1l"
"9898","Klra6"
"9899","Mospd2"
"9900","Cfd"
"9901","Or4c106"
"9902","Tbpl2"
"9903","Myl1"
"9904","Ces2c"
"9905","Vmn1r214"
"9906","Suclg2"
"9907","Defa35"
"9908","Defb39"
"9909","Patj"
"9910","Or12e13"
"9911","BC048679"
"9912","Ssbp3"
"9913","Zscan20"
"9914","Slc25a3"
"9915","Dsg1b"
"9916","Csn1s2a"
"9917","Serpina10"
"9918","Ppp4r1"
"9919","Defa38"
"9920","Ces1e"
"9921","Or1o4"
"9922","Cldn24"
"9923","Tas2r104"
"9924","Rps12"
"9925","Or1e32"
"9926","H2ac10"
"9927","Gmfb"
"9928","Irgc"
"9929","Or8s16"
"9930","Or14a256"
"9931","Lmtk3"
"9932","Obp2a"
"9933","Slc2a7"
"9934","Pgk1"
"9935","Lmnb2"
"9936","Qki"
"9937","Or8d2"
"9938","Or5h17"
"9939","Scfd2"
"9940","Rai1"
"9941","Or10d1b"
"9942","Defb45"
"9943","Cttnbp2nl"
"9944","Or1e1"
"9945","Or52r1"
"9946","Unc13c"
"9947","Cimip4"
"9948","Ifnlr1"
"9949","Mageb1"
"9950","Vmn1r232"
"9951","Fmr1nb"
"9952","Tgif2"
"9953","Ces3b"
"9954","Or1e35"
"9955","Lancl2"
"9956","2700097O09Rik"
"9957","Or5b111"
"9958","Vmn2r7"
"9959","Prl3d3"
"9960","Btbd9"
"9961","Gspt1"
"9962","Or2y8"
"9963","Tnfaip8"
"9964","Rapgef2"
"9965","Gak"
"9966","Or2aj5"
"9967","Cks2"
"9968","Morf4l1"
"9969","Or10ag59"
"9970","Fbxw24"
"9971","Krtap2-20"
"9972","Trank1"
"9973","Glrp1"
"9974","Erbb2"
"9975","Or9i1b"
"9976","T"
"9977","Rpl17"
"9978","Cytl1"
"9979","Serpinb2"
"9980","Itgb1bp1"
"9981","Usp17lb"
"9982","Otof"
"9983","Tmem65"
"9984","Tubb3"
"9985","Dgkk"
"9986","Zfp706"
"9987","Krtap6-5"
"9988","Hsd3b3"
"9989","Or14a258"
"9990","Cyp26c1"
"9991","Krtap6-2"
"9992","Or10a3b"
"9993","Rpl9-ps6"
"9994","Cyp4f37"
"9995","Ctrc"
"9996","Vmn1r171"
"9997","Or9s15"
"9998","4930512M02Rik"
"9999","Zfp534"
"10000","Zfp398"
"10001","Ncr1"
"10002","Or10j27"
"10003","Tas2r109"
"10004","V1ra8"
"10005","Prl2c1"
"10006","Scgb1b2"
"10007","Cys1"
"10008","Tex28"
"10009","Timm17a"
"10010","Tubb4a"
"10011","Lilrb4a"
"10012","Srpk2"
"10013","Or5k3"
"10014","Or8b47"
"10015","Mysm1"
"10016","Or14j3"
"10017","Btnl1"
"10018","Ganc"
"10019","Rpl7a"
"10020","Or8g20"
"10021","H2al2a"
"10022","Ncs1"
"10023","Atp5mc2"
"10024","Cks1brt"
"10025","Cav3"
"10026","H2bc12"
"10027","Ppox"
"10028","Lypd4"
"10029","Prl3d2"
"10030","Prss1"
"10031","Or4c11"
"10032","Shisal1"
"10033","Zfp512"
"10034","Ei24"
"10035","Tex101"
"10036","Chia1"
"10037","Or12j2"
"10038","Or9m2"
"10039","Vmn1r51"
"10040","4833420G17Rik"
"10041","Actg1"
"10042","Ces2f"
"10043","Sval3"
"10044","Or5b105"
"10045","Tcp11"
"10046","Zfp28"
"10047","Or7g18"
"10048","Or7a39"
"10049","Or14a257"
"10050","Or5b98"
"10051","Klhl24"
"10052","Acadm"
"10053","Cfl2"
"10054","Mtap"
"10055","Stat4"
"10056","Zfp696"
"10057","Atp11c"
"10058","Tas2r110"
"10059","Or2d2b"
"10060","Nrg1"
"10061","Ica1"
"10062","Msln"
"10063","Ccni"
"10064","Or5ac15"
"10065","H2ac15"
"10066","Zfp780b"
"10067","Ing2"
"10068","Lrrc40"
"10069","Mapk3"
"10070","Kif1b"
"10071","Klk1b8"
"10072","Or10g1"
"10073","Or3a1"
"10074","Or5p57"
"10075","Klk1b1"
"10076","Or5k14"
"10077","Kcnma1"
"10078","Bbs5"
"10079","Clip2"
"10080","Csn2"
"10081","Numbl"
"10082","Speer2"
"10083","Ift25"
"10084","Or8g35"
"10085","Klk1b27"
"10086","Or1o1"
"10087","Cd300lb"
"10088","Defa34"
"10089","Or7a35"
"10090","Or8d23"
"10091","Or8b52"
"10092","Ldha"
"10093","Or13a22"
"10094","Serpina11"
"10095","Grm4"
"10096","Or2n1b"
"10097",NA
"10098","Krtap4-1"
"10099","Scoc"
"10100","Naa15"
"10101","Hacd1"
"10102","Gm10128"
"10103","Tmem117"
"10104","Rpl27"
"10105","Usp31"
"10106","Uqcc6"
"10107","Krr1"
"10108","Mapk1"
"10109","Alg11"
"10110","Or10p21"
"10111","Ifna13"
"10112","Or8g28"
"10113","Or2y15"
"10114","Stk24"
"10115","Erhrt-ps"
"10116","Nmral1"
"10117","Plppr1"
"10118","Ube2d2b"
"10119","Syne2"
"10120","D630045J12Rik"
"10121","Rps15"
"10122","Tas2r114"
"10123","Snu13"
"10124","Snrnp70"
"10125","Ly6m"
"10126","Eno1"
"10127","Nup98"
"10128","Jazf1"
"10129","Klhdc3"
"10130","Or9s14"
"10131","Or51b17"
"10132","Jakmip1"
"10133","Cnfn"
"10134","Slc22a21"
"10135","Zbtb18"
"10136","Or1o3"
"10137","Krt73"
"10138","Brwd3"
"10139","Nkx6-3"
"10140","Crb1"
"10141","Glyat"
"10142","Pcdhb5"
"10143","Cycs"
"10144","Mapk15"
"10145","Or6c69"
"10146","Tnfrsf11b"
"10147","Magea6"
"10148","Hsd3b2"
"10149","Tas2r129"
"10150","Or5p80"
"10151","S100a7a"
"10152","Or5b3"
"10153","Chil4"
"10154","Or8s10"
"10155","Utp14a"
"10156","Prpf38a"
"10157","Ap3s2"
"10158","Lin28b"
"10159","Gpatch1"
"10160","Alms1"
"10161","Dusp29"
"10162","Or13a21"
"10163","Or2y12"
"10164","Cdc42ep5"
"10165","Or7e170"
"10166","Or4f53"
"10167","Ppcdc"
"10168","Gpx1"
"10169","Or10g1b"
"10170","Chd4"
"10171","Slc24a3"
"10172","Uqcrh"
"10173","Ptcd3"
"10174","Nlgn1"
"10175","Zkscan8"
"10176","Adam26b"
"10177","Klk1"
"10178","Srrm4"
"10179","Cyp4a32"
"10180","Ankrd69"
"10181","Zar1"
"10182","Brpf3"
"10183","H2ac19"
"10184","Nr6a1"
"10185","Vmn1r211"
"10186","Or5h22"
"10187","Klk8"
"10188","Mro"
"10189","Gpn1"
"10190","Or2ak6"
"10191","Dzip3"
"10192","Ipcef1"
"10193","Or4c105"
"10194","Hcst"
"10195","Mocs1"
"10196","Prr36"
"10197","Med14"
"10198","Cpap"
"10199","Mageb5b"
"10200","Arb2a"
"10201","Trim38"
"10202","Zfp69"
"10203","Arih2"
"10204","Prol1"
"10205","Izumo1"
"10206","Krt39"
"10207","Ghrl"
"10208","Rab3ip"
"10209","Zfp936"
"10210","Krt2"
"10211","Ano6"
"10212","Defa24"
"10213","Ifi27"
"10214","H2ac18"
"10215","Or2ag1b"
"10216","Gm5414"
"10217","Chi3l1"
"10218","Ethe1"
"10219","Vmn1r13"
"10220","Gimap8"
"10221","Hvcn1"
"10222","Gpbar1"
"10223","H4c12"
"10224","Tank"
"10225","Cntn4"
"10226","Clasp1"
"10227","Hhip"
"10228","Siva1"
"10229","Or8d2b"
"10230","mt-Nd1"
"10231","mt-Nd2"
"10232","mt-Co1"
"10233","mt-Co2"
"10234","mt-Atp8"
"10235","mt-Atp6"
"10236","mt-Co3"
"10237","mt-Nd3"
"10238","mt-Nd4"
"10239","mt-Nd5"
"10240","mt-Nd6"
"10241","mt-Cytb"
"10242","mt-Nd4l"
"10243","Tacc1"
"10244","Defa37"
"10245","Ifitm7"
"10246","Cpped1"
"10247","Cd209b"
"10248","Aurkaip1"
"10249","Zfp979"
"10250","Zfp600"
"10251","Dhrs3"
"10252","Pramel51"
"10253","Oog2"
"10254","Pramel25"
"10255","Ubr4"
"10256","Hnrnpr"
"10257","Med18"
"10258","Phactr4"
"10259","Or10ak12"
"10260","Cyp4a12a"
"10261","Insl5"
"10262","Cyp2j11"
"10263","Krtap5-1"
"10264","Larp7-ps"
"10265","Adamtsl1"
"10266","Or13a17"
"10267","Gm11232"
"10268","Prpf4"
"10269","Slc31a1"
"10270","Fkbp15"
"10271","Slc31a2"
"10272","Mup21"
"10273","Mup3"
"10274","Cacng3"
"10275","Anks6"
"10276","Spag8"
"10277","Arid3c"
"10278","Ipo7"
"10279","Or10a3n"
"10280","Or10a49"
"10281","Or10a48"
"10282","Or5p5"
"10283","Or51i1"
"10284","Or51k1"
"10285","Or51a5"
"10286","Or51a6"
"10287","Or51a25"
"10288","Or51a39"
"10289","Vps37b"
"10290","Numa1"
"10291","Tcl1b1"
"10292","Serpina3c"
"10293","Serpina3f"
"10294","Serpina3b"
"10295","Actl11"
"10296","Iqcf5"
"10297","Akap13"
"10298","Msl2"
"10299","Zfyve26"
"10300","Rdh11"
"10301","Mthfs"
"10302","Hmgn3"
"10303","Omt2a"
"10304","Izumo2"
"10305","Klk1b5"
"10306","Klk1b21"
"10307","Hmgb1"
"10308","Lsm14a"
"10309","Garre1"
"10310","Scgb1b27"
"10311","Scgb2b26"
"10312","Zfp932"
"10313","Tecpr1"
"10314","Ttc32"
"10315","Fbxl18"
"10316","Or6y1"
"10317","Or10x1"
"10318","Ifi208"
"10319","Pilrb2"
"10320","Pilrb1"
"10321","Cldn9"
"10322","Zfp575"
"10323","Vkorc1l1"
"10324","Or8b12c"
"10325","Tnfsf18"
"10326","Igfl3"
"10327","Obox3"
"10328","Zfp648"
"10329","Zbtb6"
"10330","Vmn1r84"
"10331","Vmn1r83"
"10332","Vmn2r28"
"10333","Vmn2r37"
"10334","Ecsit"
"10335","Vmn1r65"
"10336","Oas1e"
"10337","Nck2"
"10338","Kpna2rt"
"10339","Fbxl12"
"10340","Or7e176"
"10341","Or8b12i"
"10342","Suds3"
"10343","Or7e169"
"10344","Gm10190"
"10345","Cryba4"
"10346","Bub3"
"10347","Serpinb7"
"10348","Cntnap5b"
"10349","Asb18"
"10350","Slc22a7"
"10351","Polr1c"
"10352","Xpo5"
"10353","Mrgpra4"
"10354","Eif1ax"
"10355","H2-M9"
"10356","Lrrc66"
"10357","Cyp2c54"
"10358","Vmn1r239-ps"
"10359","Rplp0"
"10360","Gm16223"
"10361","Rps28"
"10362","Ifit1bl2"
"10363","Crygd"
"10364","Bmpr2"
"10365","H2-Eb2"
"10366","Tmem128"
"10367","Lyar"
"10368","Trmt2b"
"10369","Zfp563"
"10370","Zfp763"
"10371","H2ab1"
"10372","H4c11"
"10373","Or5an10"
"10374","Or5an1c"
"10375","Or5a1"
"10376","Or4d6"
"10377","Or4z4"
"10378","Or4d10"
"10379","Or4d10b"
"10380","Or4d11"
"10381","A630073D07Rik"
"10382","Prb1a"
"10383","Dmrtc1c1"
"10384","Hdac8"
"10385","S1pr3"
"10386","Klra3"
"10387","Krt77"
"10388","Dgat2l6"
"10389","Klra7"
"10390","Nms"
"10391","Klri1"
"10392","Krt83"
"10393","Krt86"
"10394","Klk11"
"10395","Syngap1"
"10396","Adgrf3"
"10397","Mageb18"
"10398","Obp1b"
"10399","Obp1a"
"10400","Gm10220"
"10401","Gm5862"
"10402","Tuba3a"
"10403","Wfdc13"
"10404","Prkag1"
"10405","Lpar5"
"10406","Khdc1a"
"10407","Xlr5c"
"10408","Xlr4b"
"10409","Pi15"
"10410","Nnat"
"10411","Blcap"
"10412","Myl9"
"10413","Pex26"
"10414","Romo1"
"10415","Arfgef1"
"10416","Speer3"
"10417","Htatsf1"
"10418","Vxn"
"10419","Sptbn2"
"10420","Slxl1"
"10421","Zfp991"
"10422","Rex2"
"10423","Rtl8a"
"10424","Zfp760"
"10425",NA
"10426","Or5o1"
"10427","Gtf2f2"
"10428","Bpifb9b"
"10429","Bpifb9a"
"10430","Bpifb3"
"10431","Bpifb6"
"10432","Lrch1"
"10433","Afdn"
"10434","Tcp1"
"10435","Tm9sf4"
"10436","Krtap20-22"
"10437","Gm33798"
"10438","Krtap6-6"
"10439","Krtap6-7"
"10440","Krtap6-3"
"10441","Tcf15"
"10442","Grxcr1"
"10443","Cyp2d40"
"10444","Cyp2d11"
"10445","Cyp2d9"
"10446","Agtr2"
"10447","Cst7"
"10448","Zfp442"
"10449","Zfp120"
"10450","Tex13c3"
"10451","Insm1"
"10452","Or5ac21"
"10453","Ndufaf2"
"10454","Col8a1"
"10455","Macrod2"
"10456","Pick1"
"10457","Ssxb9"
"10458","Ssxb10"
"10459","Il2rb"
"10460","Vmn1r43"
"10461","Vmn1r42"
"10462","Vmn1r44"
"10463","Uba52rt"
"10464","Apol9b"
"10465","Amn1"
"10466","Or9a7"
"10467","Efcc1"
"10468","Shroom4"
"10469","Cma2"
"10470","Noto"
"10471","Slc4a5"
"10472","Tlx2"
"10473","Htra2"
"10474","Dok1"
"10475","Gml"
"10476","Cep152"
"10477","Rnase12"
"10478","Or11g26"
"10479","Or4k15b"
"10480","Gm5800"
"10481","Gng5"
"10482","Or2aj4"
"10483","Zfp467"
"10484","Myadm"
"10485","Or2r11"
"10486","Gml2"
"10487","Gm4841"
"10488","Actc1"
"10489","Gjd2"
"10490","Or4f54"
"10491","Gpr88"
"10492","Tmem167b"
"10493","Sars1"
"10494","Celsr2"
"10495","Psrc1"
"10496","Mybphl"
"10497","Sort1"
"10498","Psma5"
"10499","Il3ra"
"10500","Rap1a"
"10501","Or4c12"
"10502","Or4c102"
"10503","Or4c101"
"10504","Or12e10"
"10505","Or5w18"
"10506","Or5i1"
"10507","Or5w16"
"10508","Or8w1"
"10509","Or5w11"
"10510","Csde1"
"10511","H2bc21"
"10512","H2ac20"
"10513","Sf3b4"
"10514","Gm128"
"10515","Cgn"
"10516","Gm5773"
"10517","Ssb"
"10518","Lce3f"
"10519","Lce1j"
"10520","Lce1i"
"10521","Lce1e"
"10522","Lce1a2"
"10523","Sprr2a2"
"10524","Clk2"
"10525","Dap3"
"10526","Syt11"
"10527","Tcl1b3"
"10528","Or1af1"
"10529","Or1j10"
"10530","Zbtb34"
"10531","Vmn2r5"
"10532","Sry"
"10533","H2al1j"
"10534","Slc25a31"
"10535","Ddx3y"
"10536","Uba1y"
"10537","Lcn11"
"10538","Dytn"
"10539","Cdk7"
"10540","Zbtb10"
"10541","1700008P02Rik"
"10542","Nxph2"
"10543","Cep43"
"10544","Nr2f1"
"10545","Zfp825"
"10546","Fam8a1"
"10547","Prl6a1"
"10548","H3c1"
"10549","H4c2"
"10550","H2ac6"
"10551","H2ac8"
"10552","H3c6"
"10553","Vmn1r223"
"10554","Vmn1r199"
"10555","Vmn1r197"
"10556","Vmn1r195"
"10557","Vmn1r194"
"10558","Vmn1r188"
"10559","H2bc11"
"10560","H2ac11"
"10561","H2ac12"
"10562","H2bc24"
"10563","H4c18"
"10564","H2bc23"
"10565","H2bc22"
"10566","H2ac22"
"10567","Bhmt1b"
"10568","Speer1c"
"10569","Prdm6"
"10570","Gm10267"
"10571","Or2d3"
"10572","Or10p22"
"10573","Zfp616"
"10574","Epc2"
"10575","Lyz1"
"10576","Tmem19"
"10577","Scyl2"
"10578","Dazap1"
"10579","Tspear"
"10580","Krtap10-4"
"10581","Krtap12-1"
"10582","Krtap12-23"
"10583","Ank3"
"10584","Cd300ld3"
"10585","Cd300ld4"
"10586","Strada"
"10587","Marcks"
"10588","Sult3a1"
"10589","Nkain2"
"10590","Pcgf1"
"10591","Taar5"
"10592","Taar4"
"10593","Taar3"
"10594","Krtap9-21"
"10595","Krtap4-25"
"10596","Speer4c2"
"10597","Krtap3-2"
"10598","Krtap3-3"
"10599","Arid1b"
"10600","Zfp820"
"10601","Psmb3"
"10602","Tmem100"
"10603","Msi2"
"10604","Wfdc17"
"10605","Gm10277"
"10606","Cacng7"
"10607","Tlcd3a"
"10608","Or1e17"
"10609","Or1e30"
"10610","Or1e16"
"10611","Nlrp1a"
"10612","Sat2"
"10613","Sco1"
"10614","Pabpn1l"
"10615","4930438A08Rik"
"10616","Atxn1l"
"10617","Spdl1"
"10618","Ces3a"
"10619","4933402J07Rik"
"10620","Or2z8"
"10621","Fcho1"
"10622","Ell"
"10623","Sp140"
"10624","Sp110"
"10625","Fam149a"
"10626","Fat1"
"10627","Gmppb"
"10628","Mpzl3"
"10629","Ccdc153"
"10630","Or8c16"
"10631","Fbxw22"
"10632","Rnf213"
"10633","Krtap31-1"
"10634","Krtap9-1"
"10635","Fbxo47"
"10636","Hsf5"
"10637","Ccnd1"
"10638","Itgad"
"10639","Capza1"
"10640","Or1p1"
"10641","Or1p1c"
"10642","Or1a1b"
"10643","Or1a1"
"10644","Or3a1c"
"10645","Or3a1b"
"10646","Or1e31"
"10647","Or1e29"
"10648","Cyp3a57"
"10649","Zscan25"
"10650","Or52n4"
"10651","Or51e1"
"10652","Vmn2r73"
"10653","Or5ae2"
"10654","Ccl26"
"10655","Erich6"
"10656","Cldn3"
"10657","Chchd2"
"10658","Tmem132b"
"10659","Ifi214"
"10660","Nsmce3"
"10661","Fcrlb"
"10662","Peg12"
"10663","Mkrn3"
"10664","Wfdc10"
"10665","Wfdc16"
"10666","Wfdc6b"
"10667","Ccdc190"
"10668","Wfdc8"
"10669","Top1"
"10670","Mrgprb3"
"10671","Mrgprb4"
"10672","Mrgprb5"
"10673","Spaca4"
"10674","Ntn5"
"10675","Rasal2"
"10676","Mn1"
"10677","Cfhr4"
"10678","Vmn2r84"
"10679","Aadacl4"
"10680","Gm13040"
"10681","Pramel23"
"10682","Srarp"
"10683","Lrrc8b"
"10684","Rnf186"
"10685","Lactbl1"
"10686","Pramel34"
"10687","Albfm1"
"10688","Utp3"
"10689","Csn1s1"
"10690","Ugt2b36"
"10691","Rmdn3"
"10692","Rbm44"
"10693","Fryl"
"10694","Tmem35b"
"10695","Dgkd"
"10696","Ceacam20"
"10697","Rbm47"
"10698","Pnma8b"
"10699","Bicra"
"10700","Sult2a6"
"10701","Sult2a2"
"10702","Zswim9"
"10703","Vmn1r86"
"10704","Or13p5"
"10705","Aurkc"
"10706","Vmn2r42"
"10707","Vmn2r30"
"10708","Or12e9"
"10709","Or10ag54"
"10710","Or10ag53"
"10711","Or10ag52"
"10712","Skint3"
"10713","Cryge"
"10714","Ccnyl1"
"10715","Or8h10"
"10716","Ldlrad1"
"10717","Ifna4"
"10718","Klhl9"
"10719","Speer4d"
"10720","Rraga"
"10721","Tgfbrap1"
"10722","Or1ak2"
"10723","Actl7a"
"10724","Or13d1"
"10725","Acnat1"
"10726","Or13c7"
"10727","Hrct1"
"10728","Ccl19"
"10729","Ndufb6"
"10730","Camkmt"
"10731","Rasgrp3"
"10732","Safb"
"10733","Or6c213"
"10734","Ptges3"
"10735","Yipf3"
"10736","Jund"
"10737","Nr2c2ap"
"10738","Trim75"
"10739","Ccdc110"
"10740","Spx"
"10741","Tex24"
"10742","Tas2r140"
"10743","Tas2r115"
"10744","Tas2r121"
"10745","Klrh1"
"10746","Gm6040"
"10747","Defb46"
"10748","Srsf3"
"10749","Serpina1d"
"10750","Serpina1b"
"10751","Serpina16"
"10752","Smim15"
"10753","Or1i2"
"10754","Krtap10-31"
"10755","Cecr2"
"10756","Npw"
"10757","Vrtn"
"10758","Slc25a16"
"10759","Zfp957"
"10760","Zfp946"
"10761","Zfp942"
"10762","Fpr-rs6"
"10763","Fpr-rs7"
"10764","Zfp58"
"10765","Gpr31b"
"10766","Popdc1"
"10767","Tcp10a"
"10768","Trappc3l"
"10769","Egr4"
"10770","C1qtnf9"
"10771","Setdb2"
"10772","Reg3b"
"10773","Tbpl1"
"10774","Mcpt9"
"10775","Map3k5"
"10776","Hpcal1"
"10777","Ect2l"
"10778","Cimip5"
"10779","Vmn1r27"
"10780","Serpinb9h"
"10781","Ccnb1ip1"
"10782","Krtap26-1"
"10783","Zfp777"
"10784","Or2a52"
"10785","Ptgdr"
"10786","Vmn1r209"
"10787","Vmn1r208"
"10788","Nutf2-ps1"
"10789","Or5k1b"
"10790","Try10"
"10791","Or2w1"
"10792","Pcnp"
"10793","Akr1c19"
"10794","Cstdc5"
"10795","Stfa1"
"10796","Or5b120"
"10797","2510002D24Rik"
"10798","Eef1g"
"10799","Tut1"
"10800","Rom1"
"10801","Ganab"
"10802","Ints5"
"10803","Ubxn1"
"10804","Bscl2"
"10805","Gng3"
"10806","Hnrnpul2"
"10807","Ttc9c"
"10808","Zbtb3"
"10809","Polr2g"
"10810","Foxr2"
"10811","Snx29"
"10812","Tex13a"
"10813","Sms"
"10814","Mpst"
"10815","Csf2rb2"
"10816","Ncf4"
"10817","Gspt2"
"10818","Smpd5"
"10819","Gm5941"
"10820","Cldn34b3"
"10821","4933412E24Rik"
"10822","Or11q2"
"10823","Rhox7a"
"10824","Rhox3h"
"10825","Rhox4e"
"10826","Rhox4b"
"10827","Rhox3a"
"10828","Rhox1"
"10829","Gm14525"
"10830","Fthl17e"
"10831","Ssxb5"
"10832","Ccdc112"
"10833","Mcc"
"10834","Gm94"
"10835","Lrrtm2"
"10836","Ppia"
"10837","Adam25"
"10838","Vmn2r121"
"10839","Ccnf"
"10840","Cldn34b1"
"10841","Speer4e2"
"10842","Septin5"
"10843","Fthl17f"
"10844","Taf1a"
"10845","Gm5592"
"10846","Dppa2"
"10847","Nanos1"
"10848","1700024G13Rik"
"10849","Mroh5"
"10850","Phf20l1"
"10851","Gm525"
"10852","Lratd2"
"10853","Tmem253"
"10854","Slc39a2"
"10855","Ptrh2"
"10856","Ear2"
"10857","Ang6"
"10858","Gm10376"
"10859","Gm5460"
"10860","Gdf2"
"10861","Ugt3a2"
"10862",NA
"10863",NA
"10864","1500011B03Rik"
"10865","Or2t1"
"10866","Or1e22"
"10867","Or1e21"
"10868","Klra10"
"10869","Ccdc121rt2"
"10870","Gm5797"
"10871","Gm16440"
"10872","Gm10408"
"10873","4930522L14Rik"
"10874","Grcc10"
"10875","Zfp951"
"10876","Pramel37"
"10877","Cep170b"
"10878","Tmprss11a"
"10879","Serpina1e"
"10880","Rybp"
"10881","Nup50l"
"10882","Samt2"
"10883","Nfxl1"
"10884","Ripply1"
"10885","Acot1"
"10886","Bhlhb9"
"10887","Gprasp2"
"10888","Armcx5"
"10889","4933414I15Rik"
"10890","Cpxcr1"
"10891","Cylc1"
"10892","Wmp"
"10893","Dmrtc1b"
"10894","Zxdb"
"10895","Hbq1b"
"10896","Mageb2"
"10897","Cfap47"
"10898","Srp54a"
"10899","Cldn34b4"
"10900","Lrrc61"
"10901","Drc1"
"10902","Or2a56"
"10903","Or2a12"
"10904","Speer4a2"
"10905","Xlr3b"
"10906","Vma21"
"10907","Tmem185a"
"10908","Stmp1"
"10909","Zfp449"
"10910","Fam237b"
"10911","Gm14819"
"10912","Gm10486"
"10913","Gm14632"
"10914","Gm10488"
"10915","Gm1993"
"10916","Ezhip"
"10917","Lrrc30"
"10918","9830107B12Rik"
"10919","Esp1"
"10920","Gm6034"
"10921","Lst1"
"10922","Ly6g6d"
"10923","Hsd17b8"
"10924","Zfp414"
"10925","Cyp4f15"
"10926","Gm4924"
"10927","Arhgdig"
"10928","Wdr90"
"10929","Nme3"
"10930","Pnldc1"
"10931","Sft2d1"
"10932","Rsph3a"
"10933","Mtarc2"
"10934","Ifi207"
"10935","Sh2d1b2"
"10936",NA
"10937","Dok6"
"10938","Cep76"
"10939","Ppp1r12b"
"10940","Csnk1g3"
"10941","Prr16"
"10942","Arl14epl"
"10943","Smim33"
"10944","Serpinb3c"
"10945","Serpinb3b"
"10946","Gal3st2c"
"10947","Cops9"
"10948","Rab18"
"10949","Catip"
"10950","Crygb"
"10951","Nbeal1"
"10952","Hspe1"
"10953","Pgap1"
"10954","Rpl31"
"10955","Cenps"
"10956","Pramel15"
"10957","Spata31e2"
"10958","Defb18"
"10959","Zpld2"
"10960","Gm12888"
"10961","Or10ak16"
"10962","Or10ak9"
"10963","Kti12"
"10964","Krtap5-5"
"10965","Krtap5-21"
"10966","Efcab7"
"10967","Nps"
"10968","Mup11"
"10969","Tufm"
"10970","Mup7"
"10971","Iqck"
"10972","Ccl27al"
"10973","Ccl21f"
"10974","Rbmxl2"
"10975","Or2d36"
"10976","Or10a4"
"10977","Or10a5"
"10978","Or2d3b"
"10979","Or2ag20"
"10980","Or52w1"
"10981","Or56b35"
"10982","Or56b34"
"10983","Or52e5"
"10984","Or52e7"
"10985","Or56b2"
"10986","Or52n20"
"10987","Or56b1"
"10988","Or52p1"
"10989","Or52h9"
"10990","Or51i2"
"10991","Or51k2"
"10992","Or51ai2"
"10993","Or52z15"
"10994","Or52z14"
"10995","Or52z13"
"10996","Or52z12"
"10997","Or51ah3"
"10998","Or52ae7"
"10999","Or51l14"
"11000","Or52ab4"
"11001","Or52ab7"
"11002","Or52e3"
"11003","Or52s1"
"11004","Or52j3"
"11005","Or51f1d"
"11006","Or52r1b"
"11007","Or51a7"
"11008","Or51h5"
"11009","Or51a8"
"11010","Or51f2"
"11011","Or51f5"
"11012","Or51d1"
"11013","Or51h1"
"11014","Or52m1"
"11015","Or52m2"
"11016","Or52k2"
"11017","Or51r1"
"11018","Or52b3"
"11019","Or52b4"
"11020","Or2at1"
"11021","Or2at4"
"11022","Gucy2d"
"11023","Fbxw18"
"11024","Fbxw15"
"11025","Fbxw19"
"11026","Fbxw16"
"11027","Osgin1"
"11028","Mlycd"
"11029","Snrnp40"
"11030","Svip"
"11031","Rbm15b"
"11032","Mrgpra9"
"11033","Saa1"
"11034","Prr23a4"
"11035","Rpl13a"
"11036","Plscr1l1"
"11037","Zfp976"
"11038","Zfp788"
"11039","AW146154"
"11040","Plekhf1"
"11041","Zfp791"
"11042","Clca4b"
"11043","Krtdap"
"11044","G430095P16Rik"
"11045","Sdhaf1"
"11046","Cox7a1"
"11047","Zfp568"
"11048","Spint2"
"11049","Ap1ar"
"11050","Dda1"
"11051","4930432M17Rik"
"11052","Erich4"
"11053","Vmn1r168"
"11054","Smim31"
"11055","Peak1"
"11056","Vmn1r139"
"11057","Vmn1r132"
"11058","Apoc4"
"11059","I830077J02Rik"
"11060","Tnfaip8l3"
"11061","Crxos"
"11062","Obox5"
"11063","Obox2"
"11064","Sult2a3"
"11065","Bsph1"
"11066","Foxr1"
"11067","H3c13"
"11068","Zfp865"
